Casenum,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,DebtRatio,NumberOfOpenCreditLinesAndLoans,NumberOfDependents
2142,0,0,0.333133373,9,0
2143,0,0.034495214,1122,9,2
2144,0,0.128049492,0.519285488,12,4
2145,0,0.020545155,0.074226451,7,0
2146,0,0.012767644,0.221833227,19,0
2147,0,0.01699306,0.269474638,13,0
2148,0,0.459293814,0.637213763,11,2
2149,0,0.000918349,0.001690005,5,0
2150,0,0.276054839,8260,10,0
2151,0,0.00441198,0.19144132,5,0
2152,1,0.108532462,0.338559418,13,1
2153,0,0.228493987,0.306564342,9,0
2154,0,0.016777713,0.326134773,13,0
2155,0,0.147292635,0.067548418,2,2
2156,0,0.077708073,0.16712694,14,0
2157,0,0.00189109,0.445646574,10,3
2158,0,0.247964787,0.324075103,4,0
2159,0,0.070111885,0.220878049,6,0
2160,0,0,0.171582842,5,0
2161,0,0.710783147,1102,6,NA
2162,0,0.516420752,0.016135705,7,2
2163,0,0.12995122,242,17,2
2164,0,0.359984517,2108,8,0
2165,0,0.03284384,0.247532417,25,0
2166,0,0.072889584,0.097390494,6,0
2167,0,0.714972501,0.420310806,6,0
2168,0,0.013173627,1239,6,0
2169,0,0.003747538,2212,14,3
2170,0,0.933275834,0.827038942,10,1
2171,1,0.9999999,0.353441093,5,1
2172,0,0.070822483,0.085240726,10,0
2173,0,0.05778174,0.505247376,9,0
2174,0,0.020957257,0.405168436,11,0
2175,0,0.058047098,0.066564358,3,3
2176,0,0.18197221,0.407635245,23,2
2177,0,0.9999999,0.486570893,3,3
2178,0,0.576351207,0.301519757,9,1
2179,0,0.078958502,0.38380135,11,6
2180,0,0.229616088,0.43115721,26,1
2181,0,0.02355508,0.466629119,8,0
2182,0,0.9999999,61,2,NA
2183,0,0.890043982,0.074574021,6,0
2184,0,0.922943923,828,9,2
2185,0,0.007909158,0.000774144,2,0
2186,0,0.16069133,2565,5,0
2187,0,0.032336822,36,4,NA
2188,0,0.414240261,0.136463194,14,0
2189,0,0.255829447,0.004005827,2,0
2190,0,0.032128341,0.018325698,5,0
2191,0,0.118114054,734,5,NA
2192,0,0.036329154,3617,10,NA
2193,0,0.001162656,809,6,0
2194,0,0.674434501,0.505485087,13,0
2195,0,0.875140106,0.824559867,8,1
2196,0,0.049999219,0.24047578,12,3
2197,0,0.571642103,0.315460567,7,2
2198,0,0.547268708,0.286611147,9,2
2199,0,0.027904098,35,9,NA
2200,0,0.05097687,0.175073233,13,0
2201,0,0.083189108,0.2223968,6,3
2202,0,0.003799905,0.398802203,9,2
2203,0,0.540729635,0.055347259,3,1
2204,0,0.677295454,0.149475738,4,0
2205,0,0.428439507,0.434346035,12,0
2206,0,0.027700831,0.635515265,10,1
2207,0,0.06137026,0.275938947,6,1
2208,0,0.009860883,0.103343465,7,0
2209,0,0.9999999,0.441378143,5,0
2210,0,0.546226887,0.071192375,3,1
2211,0,0,0.18893146,13,0
2212,0,0.250713314,0.340207672,7,1
2213,0,0.314297605,2363,6,0
2214,0,0.9999999,0.384359401,3,0
2215,0,0.946352367,886,9,1
2216,0,0.014665445,928,9,1
2217,0,0.030785947,0.561170696,9,0
2218,0,0.708590351,0.277909927,11,3
2219,0,0.67083045,0.425211966,7,3
2220,1,0.877076412,0.81300813,15,2
2221,0,0.007560791,0.57787377,14,0
2222,0,0.079440102,13,1,NA
2223,0,0.023907646,0.309335963,14,0
2224,0,0.403427913,0.737295909,9,0
2225,0,1.042978511,0.176490865,9,0
2226,0,0.431177706,0.304904717,3,0
2227,0,0.9999999,0,1,1
2228,0,0.9999999,3,1,0
2229,0,0,0.260749173,15,2
2230,0,1.166079873,2.323169208,16,2
2231,0,0.638198235,0.376462354,12,0
2232,0,0.113085143,0.051716769,6,0
2233,0,0.132736764,552,4,NA
2234,0,0.107365293,0.066993301,5,0
2235,0,0.178084094,0.836036436,13,2
2236,0,0.055594441,0.323684586,5,1
2237,0,0.9999999,28,3,0
2238,0,0.065245571,0.180116959,11,0
2239,0,0.9999999,73,0,0
2240,0,0.189053083,0.173565287,10,0
2241,0,0.460986829,0.346860465,6,1
2242,0,0.346881093,0.846374544,13,1
2243,0,0.026800767,0.250074993,7,1
2244,0,0,0.263558516,14,0
2245,0,0.184182617,0.355906118,6,0
2246,0,0.420629115,0.062189055,3,0
2247,0,0,0,1,0
2248,0,0.141188966,0.596839219,22,1
2249,0,0.016066131,0.135431062,10,0
2250,0,0.041681196,0.051726629,5,2
2251,0,0.126607058,1327,3,NA
2252,0,0.487686935,4467,12,0
2253,0,0.025665445,4034,14,3
2254,0,0.028853136,74,8,NA
2255,0,0.108687628,0.33674189,7,0
2256,0,0.694684314,0.55068124,12,0
2257,0,0.051976021,0.164437136,22,1
2258,0,0.659006779,0.564160685,10,2
2259,0,0.032604458,0.641991925,9,0
2260,0,0,0.195850519,5,0
2261,0,0.019760608,0.410928038,25,0
2262,0,0.038045505,0.240268552,8,1
2263,0,0.002115303,0.377098661,4,1
2264,0,0.444183921,0.715381932,22,2
2265,0,0.102657816,0.40029985,10,0
2266,1,0.306928195,5072,16,0
2267,0,0.035763475,0.200508998,9,1
2268,0,0.749625037,0.233524355,7,1
2269,0,0.9999999,0,0,0
2270,0,0.891824326,0.473099828,12,0
2271,0,0.944044764,0.14089422,7,1
2272,0,0.117133186,0.263956007,6,1
2273,0,0.287482032,0.07881584,2,0
2274,0,0,0.403704026,6,2
2275,0,0.691869991,1.082024842,14,0
2276,0,0.9999999,0.147386461,1,1
2277,0,0.018401824,0.482294264,7,0
2278,1,0.93549709,0.4502933,10,0
2279,1,0.741505663,0.182833217,11,1
2280,0,0.9999999,0.293916024,6,0
2281,1,1.388611389,0.036021023,3,0
2282,0,0,0.6257497,3,0
2283,0,0.001873829,0.02212687,6,3
2284,0,0.979246733,0.113866325,8,2
2285,0,0.045323859,0.709835788,13,3
2286,0,0.756949537,0.755688176,6,1
2287,0,0.9999999,0,0,0
2288,0,0.737737639,0.363659085,13,3
2289,0,0.032885794,2336,4,0
2290,0,0.9999999,0,0,0
2291,0,0.017845625,0.511686144,12,0
2292,0,0.013332445,0.00244798,1,0
2293,0,0.417502012,0.415656243,9,1
2294,0,0.346073079,1.477128143,10,0
2295,0,0.077461503,87,4,0
2296,0,0.074767296,0.20913047,16,3
2297,0,0.217125715,3118,8,0
2298,0,0.080634898,0.131345763,5,4
2299,0,0.025931605,1480,3,0
2300,0,0.9999999,0.725854829,2,0
2301,0,0.004269932,10,10,0
2302,0,0.225189112,0.406138107,9,3
2303,0,0.040159476,2519,33,0
2304,0,0.000263155,0.237585688,11,1
2305,0,0.027906891,0.006427653,4,0
2306,0,0.415229239,0.236357659,5,0
2307,0,0.141228518,0.406338427,13,1
2308,0,0.190641248,42,1,0
2309,0,0.099386576,0.531929282,5,1
2310,0,0.759562316,0.479469885,7,2
2311,0,0.006046879,0.008248969,5,1
2312,0,0.072247682,0.361514127,9,0
2313,0,0.012689563,0.010689354,23,0
2314,1,0.495520162,0.701377099,12,2
2315,1,0,0.219129193,4,1
2316,0,0,0.263133605,8,0
2317,0,0.720190134,0.73364486,6,2
2318,1,0.016814976,0.029509816,6,0
2319,0,0.071398215,1663,9,2
2320,0,0.938460288,0.344655345,3,0
2321,0,0.829268293,0.186750428,3,0
2322,0,0.094884325,0.644670051,13,0
2323,0,0.014566524,1475,11,2
2324,1,0.098532359,0.091918883,6,0
2325,0,0.148269541,869,3,0
2326,0,0,0.589041096,6,0
2327,0,0,0,2,0
2328,0,0.000583899,0.409908909,4,0
2329,0,0.9999999,0.031665458,1,3
2330,0,0.000416655,0,2,0
2331,0,0.9999999,0.740286299,3,0
2332,0,6324,0.136672851,4,1
2333,0,0.9999999,65,2,0
2334,0,0.213039604,0.241675832,17,0
2335,0,0.037915017,1.579545455,14,0
2336,0,0.001481262,910,5,1
2337,1,0.9999999,1.195921631,5,0
2338,0,0.222099822,0.213196701,4,0
2339,0,0.105642895,0.220465601,8,0
2340,1,0.331931595,0.448183042,7,0
2341,0,0.090761837,0.095968011,8,0
2342,0,0,0.008377246,7,0
2343,0,0.433248383,2665,9,NA
2344,0,0.21756487,0.001363017,1,0
2345,0,0,0.51697563,11,0
2346,0,0.083254394,2477,3,0
2347,0,0.389167582,0.697629415,11,0
2348,0,0.060837205,219,14,0
2349,0,0.058720891,0.074308564,3,0
2350,0,0.48166997,0.467359341,13,0
2351,0,0.156709144,0.047498516,15,2
2352,0,0.996667111,0.096717468,3,2
2353,0,0.005333172,0.000301495,3,0
2354,0,0.032188754,0.004176225,4,1
2355,0,0.798608056,0.434237258,7,0
2356,0,0.9999999,115,1,NA
2357,0,0.276986151,0.759673094,8,0
2358,0,0.919452151,4942,30,0
2359,0,0.002086775,0,3,1
2360,0,0.000307164,0.150462384,11,0
2361,0,0.185087574,0.35906303,20,2
2362,0,0,0.284428893,9,1
2363,0,0.695345414,0.536807899,11,1
2364,0,0.9999999,0.188784009,2,0
2365,0,0,785,4,0
2366,0,0.006702442,0.004881025,6,0
2367,0,0.788092262,0.764426536,9,2
2368,0,0.231796267,0.38652351,8,1
2369,0,0.393875435,0.329797446,15,3
2370,0,0.9999999,1.094979352,3,1
2371,0,0.025648718,15,2,NA
2372,0,0.9999999,0,2,0
2373,0,0.198122641,0.598523304,8,0
2374,0,0.385384551,1.053037608,4,0
2375,0,0.023681718,0.451478551,7,0
2376,0,0.066923375,2561,5,0
2377,0,0.9999999,0.011247188,5,0
2378,0,0.166184038,0.203518593,5,0
2379,0,0.013204878,0.716822654,23,0
2380,0,0.068726999,0.339263276,16,4
2381,0,1.042754026,0.22847208,7,0
2382,0,0,0.132574778,10,1
2383,0,0.241148359,0.222254307,8,3
2384,0,0.921179803,0.253757126,5,2
2385,0,0.87678673,1.438875306,8,3
2386,0,0,0.573151007,10,3
2387,0,0.268475704,1.693792384,11,1
2388,0,0.003690934,0.285994648,9,2
2389,0,0.771024905,0.350720659,14,5
2390,0,0.962037962,0.182575272,3,0
2391,0,0.232223932,0.504614675,15,0
2392,0,0.224555089,0.172716066,3,3
2393,0,0.005775151,0.281690141,8,0
2394,0,0.012361669,0.010582011,7,0
2395,0,0.173592,0.452241195,9,0
2396,0,0.138716898,0.03276419,3,0
2397,0,0.018547333,31,8,0
2398,0,0.007946455,0.267782427,7,0
2399,0,0.371375862,3107,6,0
2400,0,0.11493527,0.101624323,3,0
2401,0,0.154398948,1.035995501,13,0
2402,0,0.728787735,0.353819491,6,0
2403,0,0.162947552,0.150896982,13,0
2404,0,0.076955976,0.465322965,8,2
2405,0,0.9999999,0.014133058,0,0
2406,0,0.995313964,0.154133002,6,1
2407,0,0.972881909,0.769292283,8,3
2408,0,0.083182301,96,2,0
2409,1,0.049761737,0.217188062,7,0
2410,0,0.745927332,0.242652507,5,2
2411,0,0.910789327,0.456254375,9,2
2412,0,0.754010532,0.332891749,10,1
2413,0,0.568293455,1.001619579,9,2
2414,0,0.655633909,0.472856019,13,0
2415,0,0.011326794,0.004624045,21,0
2416,0,0.18326583,0.330495246,13,0
2417,0,0.017705623,0.319053619,7,0
2418,0,0.358803987,0.06332278,3,4
2419,0,0.456378479,1985,4,0
2420,0,0.23063852,0.1968002,9,3
2421,1,1.305389222,0.182890855,3,0
2422,0,0.08678719,0.015623373,5,3
2423,0,0,0.188712522,5,0
2424,0,0.266556876,0.720079977,9,0
2425,0,0.123401619,1540,12,0
2426,0,0.724220984,0.093442906,4,2
2427,0,0.53648363,3106,9,0
2428,0,0.9999999,0.228380986,2,0
2429,0,2.837806547,0.411417144,8,2
2430,1,0.92358804,0.180880975,3,0
2431,0,0.9999999,2265,3,0
2432,0,0.059077637,0.828213052,6,0
2433,0,0.05924195,0.358914427,6,2
2434,0,0,0.427381283,4,3
2435,0,0.139086091,0.162415784,5,1
2436,1,0.9999999,0.024168236,1,2
2437,0,0.036158699,0.261712095,6,0
2438,0,0.024731104,1230,6,3
2439,0,0.146344333,0.173706573,8,0
2440,0,0.001101664,0.396172522,6,0
2441,0,0.951598654,0.554855251,27,0
2442,0,0.105844684,0.377848317,25,1
2443,0,0,2603,7,0
2444,0,0.060803457,0.449477352,7,0
2445,0,0.25389671,1.008893579,30,0
2446,0,0.389219882,1.118220445,20,0
2447,0,0.12052884,0.341663692,11,0
2448,0,0,1113,4,0
2449,0,0.311908921,0.038740315,1,1
2450,0,0.070773663,1332,9,0
2451,0,0.275536858,0.192701825,3,2
2452,0,0.125656665,0.354175468,14,0
2453,0,0.353155374,1435,13,2
2454,0,0.059341539,0.391578588,15,1
2455,0,0.663605086,0.572717024,13,1
2456,0,0.302227225,0.189887119,13,1
2457,0,0.265081365,0.207063377,6,3
2458,0,0.015984016,3138,4,0
2459,0,0.955391478,1931,8,0
2460,0,0.198076765,0.725284981,12,0
2461,0,0.013427579,2143,12,0
2462,0,0.097393507,2236,6,2
2463,0,0.819311085,0.508774298,14,0
2464,1,0.117703076,0.107120353,9,0
2465,0,0.021353518,0.612516175,19,0
2466,0,0.444033966,0.366860773,18,0
2467,0,0.301349325,845,2,0
2468,0,0.002197706,0.078437404,6,1
2469,0,0.951575711,0.873503384,9,0
2470,0,0.9999999,1242,6,1
2471,0,0.075129641,0.617751115,14,1
2472,1,0.9999999,0.673163418,5,0
2473,0,0.864257488,0.326148547,15,5
2474,0,0.054486588,1837,5,0
2475,0,0.043752272,0.218931584,5,0
2476,0,0.003148802,1243,9,0
2477,1,0.986295215,0.170919325,6,1
2478,0,0.025079156,0.010381862,12,0
2479,0,0,0.265091864,5,1
2480,0,0.04559544,0.294095454,3,0
2481,0,0.501810178,4903,24,0
2482,0,0.085942705,0.510359027,13,2
2483,0,0.677963523,0.938905859,14,1
2484,0,0.272143352,222,3,0
2485,0,0.831128732,0.46374635,16,0
2486,0,0.9999999,0.101789821,6,0
2487,0,0,0.033655448,10,0
2488,0,0.353554882,0.284202933,4,0
2489,0,0.409889289,0.782426778,8,1
2490,1,0.258262875,0.718093969,5,1
2491,0,0.201199201,0.003746878,1,0
2492,0,0.006367642,6413,18,0
2493,0,0.092003582,0.396001111,4,0
2494,0,0.039799276,0.177809902,8,3
2495,0,0.882164926,0.426229508,8,0
2496,1,0.451376082,2.51196093,29,2
2497,0,0.936191982,0.060705974,6,1
2498,0,0.416194602,0.014993753,2,0
2499,0,0.000866638,0,5,0
2500,0,0.201010872,5285,12,0
2501,0,0.146229201,1.471404775,18,0
2502,0,0.767510197,0.410051107,10,3
2503,0,0.124987583,0.115903155,13,2
2504,0,0.018660989,0.194950912,5,0
2505,0,0.108642811,0.283612429,7,2
2506,0,0.041193578,0.009128386,4,0
2507,0,0.028823545,0.458181241,8,1
2508,0,0.957418172,0.805379045,14,1
2509,0,0.347676394,0.897422409,8,1
2510,0,0.9999999,0,4,0
2511,0,0.012797706,0.226171962,6,0
2512,0,0.444712481,0.333703621,13,0
2513,0,0.276726657,0.263849384,8,5
2514,0,0.855349926,0.146163216,4,0
2515,0,0.926799199,2110,6,0
2516,0,0.190258151,0.402248595,8,0
2517,0,0.306986638,0.38263478,12,0
2518,0,0.313519451,1759,14,0
2519,0,0.533884028,0.50764847,10,2
2520,0,0.008407096,0.335255671,7,0
2521,0,0.005561378,0.269341332,13,0
2522,0,0.723053227,4.340182648,11,4
2523,0,0.353357583,0.691030897,10,6
2524,0,0.224815543,483,12,0
2525,0,0.401704653,0.892573901,9,0
2526,0,0,0.748603352,2,0
2527,0,0.48585301,0.315384615,9,0
2528,0,0.032020796,126,11,0
2529,0,0.086605363,73,3,0
2530,0,0.650168985,0.783073131,22,1
2531,0,0.033369849,0.413894505,9,2
2532,0,0.213011391,0.250010706,14,1
2533,0,0.9999999,0.181613649,5,2
2534,0,0.042531087,0.003961804,6,2
2535,0,0.337388426,0.333611065,6,0
2536,0,0.331223896,0.133743274,4,0
2537,0,0.009207934,2897,10,0
2538,0,0.663486051,0.023032939,10,0
2539,0,0,0.000240096,5,0
2540,0,0.099153905,42,2,1
2541,0,0.016019485,23,2,1
2542,0,0,11.92105263,12,3
2543,0,0.01099945,0.006928406,5,0
2544,0,0.478925816,0.380642618,7,2
2545,0,0.436672236,0.374108612,6,0
2546,0,0.095965505,0.189097104,11,1
2547,0,0.259772812,0.391440175,7,0
2548,0,0.163462649,0.235238988,12,0
2549,0,0.487814634,0.494951167,14,0
2550,0,0.423639586,0.15797684,10,2
2551,0,0.982225514,0.804941482,8,1
2552,1,0.972037284,0.178454842,9,0
2553,0,0.84293979,0.312537493,8,1
2554,0,0.352010842,0.20723589,13,0
2555,0,0.320599996,0.260669262,26,2
2556,0,0.9999999,0,0,0
2557,0,0.020658285,0.185027648,13,1
2558,0,0.095994811,0.205958808,5,3
2559,0,0.046057815,0.002749656,10,0
2560,1,0.9999999,1.018654231,3,0
2561,1,0.493802479,0.55064194,9,0
2562,0,0.896034846,0.603015899,10,0
2563,0,0.014899255,863,6,0
2564,0,0.9999999,0,1,0
2565,0,0.96289138,0.509008389,12,0
2566,0,0.106091621,1.013997201,11,2
2567,0,0.460788025,2977,6,1
2568,0,0.003503268,0.552093899,17,2
2569,0,0.083322224,0.249968754,5,2
2570,0,0.309359655,0.27257345,8,2
2571,0,0,0.491100593,12,2
2572,0,0.737377104,0.879567915,9,3
2573,0,0.028544314,0.365289722,15,0
2574,1,2.760956175,0.470273484,3,0
2575,0,0.035718571,0.399009618,10,1
2576,0,0.450885201,0.65042216,7,2
2577,0,0,0,3,NA
2578,0,0,0.367098625,6,2
2579,0,0,0.087346025,8,0
2580,0,0.17741692,0.099590041,14,2
2581,0,0.009831088,0.00359928,6,0
2582,0,0.00624375,2357,7,0
2583,0,0.191521991,0.261806189,16,2
2584,0,0.579950004,2195,9,0
2585,0,0,3101,11,1
2586,0,0.976080019,0.484675805,22,1
2587,0,0.029883804,0.246119734,12,1
2588,0,0.025949954,2629,5,0
2589,0,0,0,4,0
2590,0,0.048013049,0.060882124,4,0
2591,0,0.057661862,0.373539868,3,0
2592,0,0.686017929,0.287622313,19,0
2593,0,0.109183287,0.228628562,6,2
2594,0,0.613277345,2965,7,0
2595,0,0.026572577,0.440578903,31,0
2596,0,0.750260362,0.212889356,6,0
2597,1,0.958552117,584,4,0
2598,0,0.378589923,0.171514282,9,0
2599,0,0,0.419201786,8,0
2600,0,0.000200799,0,7,0
2601,0,0.373565661,0.171856978,8,0
2602,0,0.207467322,0.643568841,9,0
2603,0,0.012779983,1402,7,0
2604,0,0.248978185,458,9,1
2605,0,0.18083131,0.222768316,8,2
2606,0,0.248501348,0.829827916,17,0
2607,0,0.9999999,0.443389153,6,2
2608,0,0.207941876,0.313303063,24,0
2609,0,0.017927435,0.20097129,10,3
2610,0,0.709651614,0.678601166,3,0
2611,0,0.811471019,0.257806491,13,0
2612,0,0,0.295863593,5,2
2613,0,0.434400225,0.387204265,9,0
2614,0,0.236951515,0.178065755,10,0
2615,0,0,1057,7,0
2616,0,0.021279149,1292,6,0
2617,0,0.019462905,0.303270725,17,1
2618,0,0.129652994,0.489956641,12,6
2619,0,0.081188763,59,4,0
2620,0,0,4320,14,2
2621,0,0.0057842,0.489627593,7,3
2622,0,0.125242868,0.698325419,9,0
2623,0,0.012887966,0.141314491,14,0
2624,0,0,0.643118149,4,0
2625,0,0.012285363,0.501666162,13,0
2626,0,0.054869339,1.608695652,4,0
2627,0,0.160898806,2.512269939,11,0
2628,0,0.246594198,0.245255651,8,1
2629,0,0.018796023,0.108778244,4,0
2630,0,0.106363121,0.287671233,5,5
2631,0,0.030132005,0.575217886,7,0
2632,0,0.039096506,28,4,0
2633,0,0.191115056,0.919826448,30,2
2634,0,0.9999999,5.791044776,4,4
2635,0,0.224252667,0.46662153,11,1
2636,0,0.010199592,0.500545256,4,0
2637,0,0.9999999,0.456089277,5,0
2638,0,0.9999999,0.147570486,2,0
2639,0,0.9999999,0.014069264,1,1
2640,0,0.429820482,0.139293461,7,2
2641,0,0.986504614,0.645189958,11,1
2642,0,0.986280549,0.744842233,8,0
2643,0,0.02321838,0.400518403,4,0
2644,0,0.038822972,0.671046993,12,0
2645,0,0.122276134,0.203054878,8,1
2646,0,0.429903654,0.411311054,9,0
2647,0,0.141670459,0.418121994,16,1
2648,1,0.9999999,3931,5,0
2649,0,0,0,3,3
2650,0,0.062886246,0.878877888,6,0
2651,0,0.072856988,0.150583245,6,1
2652,0,0.57489301,0.057683967,8,0
2653,0,0.009757985,0.043604071,7,0
2654,0,0.084351118,0.01343785,2,0
2655,0,0.179413254,0.273821267,10,0
2656,0,0.944482897,2582,9,2
2657,0,0.02699775,1486,5,2
2658,0,0.057418626,0.341776371,9,1
2659,0,0.188116791,0.460296772,30,0
2660,0,0.027882592,2196,11,2
2661,0,0.010916837,0.055185284,8,0
2662,0,0.105950448,135,2,0
2663,0,0.000933292,0.759585388,9,3
2664,0,0.158624144,0.300579961,10,0
2665,0,0.819906832,10370,17,0
2666,0,0.20542621,0.306886703,12,2
2667,0,0.9999999,0.710764938,4,1
2668,0,0.071202487,0.934950847,7,0
2669,0,0.800148282,0.235855487,12,3
2670,0,0.243426286,0.584371052,7,2
2671,0,0.120733881,0.22622108,5,0
2672,0,0.003555358,0.18566124,13,1
2673,0,0.001394065,0.281088189,13,3
2674,0,0.868221661,0.643547189,9,1
2675,0,0.089290836,0.277920594,14,0
2676,0,0.41835095,0.285777113,10,4
2677,1,0.9999999,0.098901099,3,0
2678,0,0.117651179,1.504998001,10,1
2679,0,0.897153598,4.025527192,14,2
2680,0,0.018418761,736,2,0
2681,0,0.9999999,1905,2,0
2682,0,0.466997893,0.362135177,9,0
2683,0,0.009724695,111,3,0
2684,0,0.9999999,0.094525478,1,0
2685,0,0.012989074,0.530156614,12,5
2686,0,0.463684544,0.129979368,3,0
2687,0,0.632279534,0.034482759,4,2
2688,0,0.922613341,3297,9,0
2689,0,0.558410262,0.116188381,4,0
2690,0,0.604052535,0.463719766,14,0
2691,0,0,0.160493827,7,0
2692,0,0.026308992,4299,6,0
2693,0,0.028124498,0.281110661,12,0
2694,0,0.073441724,0.006320977,3,2
2695,0,0.020155104,101,17,0
2696,0,0.512038648,0.321495069,9,2
2697,0,0.9999999,0.691921005,7,3
2698,0,0,0.408073991,13,0
2699,0,0.16635649,0.044488878,7,1
2700,0,0.333304126,0.5569381,18,1
2701,0,0.9999999,0.16950693,1,0
2702,0,1.026986507,2337,5,1
2703,0,0.338668226,3410,16,0
2704,1,1.094433952,0.315929793,7,2
2705,0,0.579427572,0.370253165,17,0
2706,0,0.026920986,0.217365623,18,3
2707,0,0.049796097,94,4,0
2708,1,0.9999999,0.363481644,5,1
2709,0,0.050802925,0.005395463,6,0
2710,0,0,0.685703551,9,1
2711,0,1,0.566037736,4,0
2712,0,0.160558857,0.300956799,6,0
2713,0,0.761406354,0.411380811,14,0
2714,0,0.164283572,0.00959808,2,0
2715,0,0.015856388,0.009059669,9,0
2716,0,0,1295,8,1
2717,0,0.045585854,0.514534013,7,0
2718,0,0.533255896,0.218573046,5,0
2719,0,0.955579771,0.530306186,7,3
2720,0,1.823920266,0.015783935,1,1
2721,0,0.683035218,0.048154933,3,2
2722,0,0.123238967,0.011065191,4,1
2723,0,0.071597136,0.301671614,3,1
2724,0,0.890013748,0.039669421,3,0
2725,0,0.262403669,0.649484536,13,2
2726,0,0,0.094795539,3,0
2727,0,0.076867853,0.026394721,2,0
2728,0,0.373872684,2055,4,0
2729,0,0.006999364,0.505338078,8,3
2730,0,0.9999999,0.178486435,2,0
2731,0,0.005168167,0.084772873,6,0
2732,0,0.724076487,0.422368233,14,2
2733,0,0.288011315,0.297925519,8,2
2734,0,0.266489007,12,2,0
2735,0,0.014189181,0.147463134,14,0
2736,0,0.004999,0.453174503,7,2
2737,0,0.595095253,0.256379922,7,0
2738,0,0.074101568,0.009958176,4,1
2739,0,0.047712383,0.4520024,8,3
2740,0,0.9999999,0.117666022,0,1
2741,0,0.677474622,0.394578313,13,0
2742,0,0.4138049,0.816818357,13,0
2743,0,0.132205488,0.453878843,12,2
2744,0,0.9999999,1,0,0
2745,0,0.174915833,0.243837442,6,0
2746,0,0.212049914,1831,10,NA
2747,0,0.9999999,3831,4,0
2748,0,0.02389662,0.395405447,13,3
2749,0,0.056689342,0.098693759,6,2
2750,0,0.797074218,0.420728964,10,0
2751,0,0.671332867,0.434792268,4,0
2752,0,0.044381201,288,5,0
2753,0,0.203512976,0.561815106,15,0
2754,0,0.506915514,0.147426393,5,0
2755,0,0.034043108,0.075630252,9,0
2756,0,0.9999999,0,1,0
2757,0,0.805380755,0.459220111,7,2
2758,0,0,0,1,1
2759,0,0.007293689,0.136312089,6,0
2760,0,0.983728498,0.114161519,3,1
2761,0,0.018332111,2750,7,0
2762,0,0.622437756,0.482405345,6,0
2763,0,0.176079734,1,1,0
2764,0,0.928188347,0.320188836,5,0
2765,0,0.156305221,0.327031449,11,2
2766,0,0.003554418,0.438219204,9,0
2767,1,0.995002776,0.176955761,3,0
2768,0,0.554406315,0.586602671,13,1
2769,0,0.582757962,1.249135868,25,0
2770,0,0.51958007,0.160787992,4,2
2771,0,0.583270935,0.084059993,3,4
2772,0,0,0.24150905,5,1
2773,0,0.120129329,0.201859588,8,0
2774,0,0,0.318420395,8,0
2775,0,0.234565506,0.322765851,7,3
2776,0,0.405557616,0.420642318,16,1
2777,0,0.961313422,387,4,0
2778,0,0.003204331,0.000499917,4,0
2779,0,0,0,1,0
2780,0,0.196230403,0.23525138,8,0
2781,0,0,0,1,NA
2782,0,0.046682013,0.246381372,7,0
2783,0,0.005737638,0.249935584,10,0
2784,0,0.032583137,0.068563593,8,0
2785,0,0.015296651,2957,6,1
2786,0,0.825366105,0.15953469,8,0
2787,0,0.495677056,0.390402399,3,0
2788,0,0.467479789,0.553868937,8,0
2789,0,0.086477467,0.09239472,14,2
2790,0,0.020412385,0.10875,4,1
2791,0,0.325306795,0.772428515,20,0
2792,0,0.9999999,0,1,0
2793,0,0.547444592,0.766319773,10,4
2794,0,0.433461198,0.26226574,6,4
2795,0,0.507950931,0.190702324,6,0
2796,0,0,0.353955756,9,3
2797,0,0.007140319,0.248623465,4,0
2798,0,0.087225384,180,6,0
2799,0,0,3152,7,0
2800,0,0.118098826,0.262639246,5,0
2801,0,0.292743341,0.542091582,7,1
2802,0,0.144627967,0.152182783,14,0
2803,0,0.9999999,0.083688206,2,1
2804,0,0.031825066,0.363629084,11,0
2805,0,0.001444412,0.188960516,5,0
2806,0,0.122225124,0.60255418,6,2
2807,0,0.020131991,0.000879679,2,0
2808,0,0.007809418,0.118503539,11,0
2809,0,0.682152429,0.136047134,7,0
2810,0,0.527631491,0.397263878,7,2
2811,0,0.062490236,12,1,NA
2812,0,0.392359132,0.344220771,13,0
2813,0,0.331795463,0.36286645,3,0
2814,0,0.108196169,0.252963862,10,0
2815,0,0.605473204,0.550224888,7,2
2816,0,0.004253668,0.002528445,12,0
2817,0,0.319714166,0.352960894,6,2
2818,0,0.2092932,0.691047531,22,0
2819,0,0.128557943,0.425143453,13,0
2820,0,0.04093976,0.196340183,7,0
2821,0,0.722910836,0.596680664,5,2
2822,0,0.108613876,935,7,0
2823,0,0.720811685,0.414453013,6,3
2824,1,0.071554892,0.234654633,11,0
2825,0,0.450384987,0.473244147,5,3
2826,0,0,0.986253437,10,0
2827,0,0.092976268,81,7,0
2828,0,0.061783143,0.325767129,11,0
2829,1,0.9999999,0,0,5
